word;Happiness;Anger;Sadness;Fear;Disgust
półżywy;1.269;2.346;3.962;4.346;2.538
praca;4.630;2.667;2.111;3.111;1.407
pracować;3.692;2.000;2.038;2.192;1.538
pragnąć;4.667;2.000;2.519;2.778;1.370
praktyka;3.192;1.692;1.692;2.385;1.500
praktykant;2.815;2.148;2.037;2.556;1.963
pralina;4.077;1.269;1.192;1.231;1.115
prasa;2.741;2.741;1.704;1.852;2.185
prawdziwy;4.654;1.385;1.462;1.692;1.000
precel;3.885;1.115;1.115;1.038;1.154
precyzować;2.192;1.538;1.423;1.500;1.346
premiera;4.815;1.296;1.370;2.074;1.296
pretekst;2.077;2.654;2.154;2.269;2.115
prezent;5.577;1.192;1.308;1.385;1.038
prezerwatywa;3.222;1.889;1.852;2.852;1.963
prezydent;2.654;2.538;2.077;1.923;2.115
prezydium;1.462;1.962;1.692;1.731;1.808
pręgierz;1.231;2.192;2.346;2.731;2.385
problem;1.192;3.038;3.500;3.423;2.115
procent;2.885;2.462;2.038;2.154;2.192
produkcyjny;2.846;1.423;1.346;1.308;1.192
produkować;3.667;1.556;1.333;1.481;1.370
produkt;2.692;1.846;1.500;1.577;1.654
profesjonalny;4.963;1.444;1.407;1.741;1.407
profesor;3.500;1.923;1.885;2.308;1.500
profil;2.444;1.630;1.519;1.778;1.481
prognozować;3.038;1.769;1.692;2.923;1.615
programowy;1.846;2.115;1.500;1.962;2.077
projektować;3.808;1.308;1.385;1.808;1.154
promieniować;4.115;1.192;1.423;2.038;1.462
promil;2.000;2.593;2.296;2.370;2.704
propagandowy;1.577;3.346;2.885;2.962;3.346
proponować;2.692;1.269;1.308;1.808;1.192
propozycja;4.115;1.769;1.577;3.423;1.577
proroczy;2.769;1.885;1.808;3.154;1.885
prosić;2.000;3.115;3.462;3.346;2.808
proso;2.462;1.423;1.308;1.385;1.423
prostopadłościan;2.500;1.385;1.269;1.231;1.269
prosty;3.185;1.630;1.593;1.593;1.481
prostytutka;1.889;2.333;4.259;2.778;3.519
proszek;1.923;1.654;1.615;1.923;1.808
prośba;2.962;2.192;1.885;2.846;1.769
protestować;2.259;3.889;2.815;2.852;1.963
prowadzenie;3.538;1.538;1.115;2.346;1.231
prowadzić;3.038;1.654;1.500;2.231;1.231
próbować;3.885;2.538;2.654;3.923;1.885
próżny;1.385;4.308;3.000;2.115;3.885
prymitywny;1.462;3.154;2.731;2.308;3.346
prysznic;4.731;1.115;1.231;1.154;1.192
przebaczyć;4.769;1.769;2.538;2.538;1.538
przebąkiwać;1.519;2.222;2.259;2.185;2.000
przebiegać;2.962;2.115;1.769;2.731;1.808
przebiegły;2.231;2.654;2.115;2.962;2.346
przebywać;2.926;1.704;1.926;1.852;1.333
przecinek;1.846;1.615;1.115;1.500;1.308
przeciwieństwo;2.577;2.577;2.808;2.500;1.769
przeciwnik;2.111;4.074;2.111;4.148;1.963
przeczucie;3.231;1.885;2.462;3.615;1.538
przeczuwać;2.154;1.500;2.154;3.115;1.346
przedmiot;1.654;1.269;1.385;1.308;1.154
przedsięwziąć;3.385;1.654;1.692;2.231;1.385
przedstawiać;3.231;1.615;1.538;2.731;1.462
przedstawiciel;1.731;2.115;1.500;1.885;2.192
przedwczesny;1.556;3.259;3.296;3.407;2.074
przedział;1.962;1.462;1.423;1.923;1.538
przegrywać;1.259;4.704;4.704;3.444;2.519
przejęcie;2.269;1.769;2.269;2.808;1.538
przekazywać;3.704;1.556;1.519;1.556;1.333
przekleństwo;2.038;3.577;2.308;1.962;2.423
przekonać;4.370;1.815;1.519;1.963;1.481
przekorny;2.154;2.808;1.731;1.577;1.846
przekręcony;1.808;2.577;1.731;2.462;2.500
przełom;4.692;1.538;1.462;2.885;1.154
przełomowy;5.154;1.115;1.192;2.462;1.154
przemądrzały;1.308;4.538;2.577;2.115;3.308
przemieszczenie;2.077;1.846;2.154;2.808;2.115
przemijać;1.885;3.308;5.154;3.923;2.231
przemoc;1.231;5.577;5.346;5.538;5.269
przemysłowy;2.000;1.926;2.037;2.037;1.778
przenosić;2.269;2.115;1.962;2.154;1.538
przeoczyć;1.370;4.296;2.889;3.444;1.963
przepadać;2.444;2.333;2.296;2.370;1.444
przepaść;1.462;2.423;3.000;4.769;2.038
przepędzać;1.423;3.308;2.308;2.962;2.462
przepych;3.185;2.222;1.889;1.630;2.111
przerażający;1.222;1.963;2.111;5.000;2.074
przerażony;1.222;3.074;3.630;5.926;2.630
przerwa;5.444;1.370;1.148;1.074;1.037
przerywać;1.481;4.037;2.630;2.370;2.148
przesiewać;2.000;1.731;1.615;1.654;1.385
przestawać;1.769;2.423;2.462;2.346;1.615
przestępstwo;1.222;4.852;4.630;5.519;4.185
przestrzegać;2.038;2.308;1.846;2.654;1.654
przestworze;4.462;1.269;1.577;2.346;1.231
przesuwać;1.852;1.593;1.296;1.407;1.444
przeszkadzać;1.615;5.000;2.500;2.115;3.346
przeszkoda;1.741;3.481;2.963;3.037;1.778
przeszkodzić;1.577;4.462;2.846;2.808;2.423
prześcieradło;2.593;1.296;1.444;1.296;1.444
przewidywać;3.577;1.731;1.731;2.615;1.038
przewinienie;1.115;3.346;3.154;3.538;2.385
przewodnik;3.407;1.593;1.222;1.444;1.407
przewrót;2.074;2.556;1.926;2.889;1.556
przezwyciężać;5.148;1.704;1.370;2.222;1.296
przeżycie;5.333;1.778;1.963;3.037;1.259
przeżywać;3.462;2.577;2.731;3.038;2.000
przybity;1.192;2.269;5.038;3.000;1.654
przybudówka;2.192;1.731;1.538;1.731;1.808
przychodzić;3.538;1.692;1.846;2.192;1.385
przyciskać;1.885;2.654;1.885;2.385;1.808
przygnębiony;1.407;2.741;4.852;2.852;2.037
przygotowywać;3.962;2.115;1.577;2.038;1.385
przyjaciel;6.037;1.444;1.630;1.556;1.037
przyjemność;6.038;1.038;1.192;1.308;1.038
przyjezdny;2.538;1.731;1.423;2.154;1.654
przyjmować;3.192;1.231;1.308;1.538;1.192
przykazanie;2.038;2.385;1.885;2.231;2.038
przykładać;3.259;1.370;1.370;1.444;1.333
przykładowy;2.269;1.500;1.231;1.500;1.154
przykrość;1.077;3.538;5.346;3.846;3.038
przymusowy;1.154;4.654;3.346;2.769;3.500
przynosić;3.778;1.556;1.333;1.444;1.111
przypadek;3.269;2.385;2.038;2.769;1.692
przypadkowy;2.846;2.115;1.923;2.885;1.846
przypominać;2.769;2.500;1.846;1.923;1.462
przypuszczać;2.462;1.923;1.885;2.462;1.885
przyrastać;2.000;1.741;1.704;2.037;2.037
przyrzekać;2.769;1.538;1.500;2.385;1.462
przysięgać;2.885;1.423;1.731;2.808;1.423
przyszłość;4.308;1.769;2.308;4.269;1.308
przytakiwać;1.852;2.519;1.963;1.963;1.889
przywilej;3.846;1.923;1.615;1.346;1.500
przywództwo;4.037;2.370;1.704;2.815;1.852
przyznawać;2.654;1.731;2.000;2.577;1.500
przyzwalać;3.192;2.115;1.769;2.423;1.769
przyzwoity;3.923;1.385;1.538;1.538;1.423
psychika;2.154;1.692;2.038;3.192;1.500
psychoza;1.889;2.704;3.222;4.481;2.444
pszczelarski;3.154;1.654;1.500;2.769;2.077
pszczoła;3.038;1.385;1.385;2.885;1.808
ptak;4.962;1.615;1.500;1.231;1.462
puchar;5.038;1.269;1.115;1.308;1.115
pudel;2.926;1.222;1.074;1.148;1.704
puder;3.115;1.731;1.500;1.500;1.538
pukać;2.192;1.846;1.269;2.615;1.500
pulchny;2.231;3.115;3.077;2.538;3.077
pułapka;1.111;4.000;3.333;4.926;2.889
punkt;2.769;1.692;1.500;1.462;1.231
pupa;3.741;1.296;1.222;1.222;1.704
purpurowy;3.111;2.185;1.815;2.074;2.074
pustka;1.259;2.481;4.519;3.704;2.259
pustynny;2.231;1.308;1.846;3.038;1.462
puszcza;4.000;1.538;1.692;3.692;1.615
puszka;3.038;2.154;2.115;2.269;2.038
pycha;1.462;3.769;3.077;3.000;4.192
pyskaty;1.346;4.538;2.923;2.846;3.231
pytać;2.577;1.885;1.500;2.115;1.385
pytanie;2.846;2.269;1.654;3.269;1.846
raban;1.808;2.654;1.731;1.769;1.462
rabat;4.615;1.462;1.269;1.500;1.577
rabować;1.444;4.111;3.481;4.296;3.704
rachunek;1.778;3.000;2.444;2.444;1.963
radar;1.500;2.962;1.885;3.423;2.154
radosny;5.846;1.577;1.577;1.615;1.308
radość;6.038;1.154;1.192;1.154;1.115
radykał;1.538;2.654;2.000;3.000;2.538
raj;6.308;1.231;1.885;1.923;1.115
rakieta;3.115;1.577;1.538;2.769;1.500
rama;2.778;1.481;1.481;1.889;1.593
ramię;3.111;1.222;1.148;1.370;1.185
rampa;2.259;1.148;1.185;1.630;1.370
ranić;1.192;4.000;5.269;4.923;3.846
ranny;1.192;3.115;5.077;4.962;2.385
rasa;2.741;2.185;2.037;1.889;1.519
ratować;4.852;1.519;1.926;3.148;1.185
rausz;2.231;2.231;2.115;2.462;2.154
rdzewieć;1.462;2.615;3.038;2.308;2.308
referat;2.923;2.500;2.269;3.692;2.308
reformować;3.423;2.308;1.923;3.154;1.808
regał;1.962;1.192;1.308;1.154;1.154
regularny;3.115;1.500;1.654;1.885;1.385
regulator;2.423;1.769;1.500;1.962;1.500
regulować;2.385;1.731;1.615;2.385;1.615
rejs;4.615;1.269;1.654;2.500;1.154
rekin;1.577;2.385;2.192;4.808;2.423
reklamować;2.231;3.423;2.154;2.231;3.500
rekordowy;4.769;1.308;1.308;1.692;1.077
rekrut;1.769;1.577;1.769;2.577;1.615
rektor;2.346;1.846;1.385;2.538;1.462
relacjonować;3.038;1.615;1.462;2.038;1.500
religia;3.385;2.462;2.500;2.462;2.038
reprezentować;4.926;1.444;1.259;3.259;1.111
republikański;2.077;1.500;1.423;1.538;1.654
reputacja;3.615;1.885;1.462;2.192;1.500
resztka;1.704;2.667;3.259;2.667;2.333
reumatyzm;1.192;3.115;3.808;3.692;2.615
rewir;1.963;1.963;1.815;2.926;1.926
rewolucyjny;3.692;2.000;2.077;3.538;2.077
rewolwer;2.259;3.185;2.704;4.185;2.667
rezygnacja;1.296;3.704;3.667;3.407;2.037
rezygnować;1.667;3.556;3.778;2.852;2.000
ręczny;1.885;1.346;1.269;1.615;1.346
ręka;2.885;1.038;1.077;1.192;1.115
robak;1.462;2.615;2.115;3.731;4.885
robić;3.889;1.889;1.519;1.963;1.481
robotnik;2.308;2.654;3.346;2.500;2.000
rodzaj;1.615;1.500;1.538;1.654;1.538
rodzinny;4.815;1.926;1.963;1.667;1.222
rola;3.741;1.741;1.630;2.778;1.519
rolniczy;2.308;1.615;1.500;1.577;1.962
romans;3.231;2.654;2.769;3.115;3.077
Rosjanin;2.000;2.000;2.407;1.963;2.148
rosnąć;4.808;1.923;1.769;2.500;1.538
roszczeniowy;1.346;4.308;2.885;3.115;3.500
rower;4.667;1.556;1.481;1.778;1.370
rozbój;1.308;4.269;3.269;4.808;3.731
rozbudowywać;4.154;1.308;1.346;2.577;1.269
rozdawać;3.962;1.269;1.308;1.500;1.038
rozdzielać;1.808;2.769;3.231;3.038;2.192
roześmiany;6.192;1.115;1.115;1.154;1.000
rozkazywać;1.308;4.192;2.731;3.462;2.846
rozkład;1.769;1.808;2.000;2.615;2.808
rozkładać;1.769;1.654;1.654;1.615;2.231
rozkoszny;5.296;1.407;1.481;1.556;1.370
rozkwitać;5.692;1.269;1.346;1.577;1.346
rozmawiać;4.654;1.692;1.615;1.923;1.423
rozmowny;4.923;1.615;1.346;1.692;1.385
rozmyślać;4.423;2.346;3.423;3.154;1.577
rozpad;1.296;3.630;4.333;3.778;2.481
rozpalać;3.704;1.667;1.333;1.926;1.407
rozpoczynać;3.704;1.519;1.370;2.926;1.259
rozpoznać;3.154;1.462;1.577;1.962;1.231
rozradowany;6.038;1.192;1.308;1.077;1.192
rozrzutny;1.962;3.846;2.500;2.731;2.692
rozsądny;4.593;1.519;1.259;1.519;1.259
rozszczepiać;1.846;2.038;2.192;3.269;2.808
rozszerzać;2.962;1.846;1.846;2.500;1.808
rozum;5.000;1.741;1.593;1.593;1.185
rozumieć;4.885;1.615;1.615;1.615;1.231
rozwaga;3.808;1.423;1.500;1.654;1.231
rozważać;2.346;1.731;2.115;2.269;1.423
rozwiązanie;5.115;1.808;2.115;2.154;1.385
rozwiązywać;3.577;1.346;1.654;1.846;1.231
rozwód;1.259;4.778;5.296;4.667;3.111
równowaga;4.500;1.692;1.462;1.500;1.192
róża;5.038;1.346;1.654;1.385;1.038
rubin;4.148;1.185;1.222;1.296;1.037
ruch;4.038;2.000;1.885;2.000;1.462
ruchliwy;2.962;1.385;1.192;1.615;1.269
ruina;1.741;2.407;3.333;3.185;1.852
runąć;1.462;3.538;3.769;4.154;2.231
runda;2.741;1.370;1.259;2.000;1.407
ruszać;3.077;1.769;1.615;1.808;1.538
ryba;3.538;1.346;1.462;1.423;1.885
rycerski;4.000;1.731;1.654;1.500;1.077
rynek;3.000;1.692;1.538;1.692;1.462
rywal;2.037;3.259;2.222;3.222;2.185
rywalizować;2.846;2.962;1.654;3.115;1.885
ryzyko;2.846;2.231;2.115;4.308;1.808
ryzykowny;2.423;2.115;1.808;4.423;1.769
rząd;1.778;3.519;2.037;2.185;3.000
rządzić;3.296;2.074;1.889;2.593;1.852
rzecz;2.346;1.423;1.500;1.500;1.308
rzeczowy;3.885;1.577;1.500;1.462;1.269
rzeczywistość;3.923;2.231;3.000;3.077;1.462
rześki;4.741;1.333;1.259;1.370;1.519
rzeź;1.231;4.577;4.962;5.500;5.462
rzeźnik;1.846;2.654;2.423;3.846;4.038
rzucać;1.923;2.923;2.731;3.154;2.154
sabotaż;1.577;3.192;2.308;3.038;2.077
sabotować;1.308;3.885;2.808;3.077;3.269
sadystyczny;1.462;4.462;4.423;5.231;5.269
safari;4.654;1.308;1.423;2.654;1.385
saksofon;4.037;1.778;1.593;1.296;1.556
sałatka;4.148;1.519;1.185;1.370;1.556
samiec;2.885;1.731;1.500;1.654;1.769
samobójstwo;1.423;3.654;6.000;4.808;3.885
samolot;4.192;1.308;1.462;2.923;1.308
samoobrona;3.074;3.148;2.111;3.926;1.630
samotność;1.115;2.962;5.808;5.385;2.462
samotny;1.038;2.577;5.308;4.192;1.923
samowystarczalny;4.577;1.115;1.769;1.462;1.115
sandał;3.000;1.370;1.333;1.259;2.148
sankcjonować;1.481;3.111;2.296;2.556;2.481
satyryczny;4.769;1.808;1.423;1.423;1.615
satysfakcjonować;5.000;1.538;1.500;1.962;1.577
sauna;4.231;1.154;1.308;1.615;2.000
sąd;1.963;2.852;2.852;4.111;2.296
sądownictwo;1.577;3.154;3.423;4.308;3.000
sąsiedzki;3.769;1.731;1.423;1.462;1.308
scena;4.038;2.192;1.962;3.346;1.846
sceniczny;3.154;1.692;1.462;2.000;1.577
sceptyczny;1.885;2.731;2.462;2.462;2.192
schody;1.577;2.000;1.462;1.692;1.308
schodzić;2.444;1.704;1.741;1.778;1.296
schorowany;1.154;3.346;5.000;4.385;2.769
schronienie;4.885;1.231;1.538;2.154;1.038
segregator;2.074;1.667;1.370;1.407;1.519
seks;5.962;1.365;1.519;2.365;1.327
sekta;1.115;3.538;3.000;4.500;4.192
sen;5.667;1.444;1.667;2.667;1.222
senat;1.593;2.778;1.852;1.926;2.815
sens;4.923;1.885;2.385;2.577;1.423
sensowny;3.808;1.269;1.231;1.308;1.192
separacja;1.148;3.667;4.778;4.556;3.000
serce;5.333;1.407;2.519;2.333;1.222
serowy;3.556;1.370;1.259;1.444;1.741
sędzia;2.370;2.074;1.926;3.370;1.889
sęp;1.692;4.115;2.538;3.154;3.962
sfora;2.444;1.815;1.444;2.926;1.667
siadać;3.115;1.077;1.115;1.077;1.115
sidła;1.370;2.704;3.111;3.778;2.963
siedzieć;2.769;2.154;2.115;1.577;1.808
sień;2.370;1.296;1.444;1.481;1.333
sierota;1.037;2.704;5.667;3.333;1.481
sierp;2.000;2.769;2.423;2.885;2.538
sierpień;5.192;1.500;1.692;1.346;1.231
sikorka;4.077;1.269;1.615;1.192;1.192
silnikowy;2.385;1.423;1.423;1.769;1.462
silny;4.846;1.962;1.423;2.577;1.385
siła;4.846;2.231;1.577;3.115;1.308
siostra;4.846;1.885;1.538;1.500;1.192
siostrzenica;3.808;1.769;1.423;1.462;1.192
siostrzeniec;4.115;1.654;1.538;1.615;1.269
sitko;1.852;1.593;1.519;1.370;1.889
sjesta;5.808;1.269;1.269;1.077;1.192
skacowany;1.815;3.407;3.296;2.481;3.741
skakać;5.074;1.481;1.222;2.222;1.037
skalpel;1.462;2.192;2.769;5.038;3.692
skandal;1.423;3.423;2.615;2.385;3.462
skarb;5.577;1.269;1.346;2.500;1.115
skarbiec;4.519;1.407;1.407;1.778;1.222
skarżyć;1.423;4.500;3.385;3.615;3.500
skaza;1.500;3.500;3.577;3.115;3.077
skąpić;1.423;3.615;2.769;2.423;3.115
skąpy;1.423;3.615;2.346;1.769;3.462
skłonny;2.231;1.808;2.038;2.192;1.769
skorpion;2.231;2.462;1.962;4.346;3.654
skorumpowany;1.154;4.923;3.231;3.269;4.731
skostniały;1.154;2.654;3.308;3.423;2.577
skowronek;4.852;1.222;1.185;1.222;1.037
skóra;2.885;1.423;1.423;1.731;1.692
skórka;1.654;1.769;1.500;1.923;2.231
skreślać;1.269;3.269;2.962;3.423;2.269
skromność;3.654;1.962;2.308;2.000;1.385
skromny;3.500;2.115;2.231;2.038;1.846
skrucha;2.154;2.192;3.731;2.692;1.923
skrupulatny;3.769;1.885;1.692;1.808;1.462
skrupuły;2.500;3.231;2.846;3.231;2.769
skruszony;2.346;1.923;3.308;2.846;1.692
skryty;1.769;2.115;2.962;3.000;1.500
skrzat;3.269;1.769;1.462;1.731;1.885
skrzynia;2.963;1.407;1.185;1.556;1.185
skrzypce;4.462;1.692;2.423;1.538;1.269
skutkować;2.346;1.769;1.808;2.538;1.577
slogan;2.154;2.308;1.577;1.577;2.115
słabość;1.192;4.077;4.615;4.192;3.346
słaby;1.346;3.077;3.769;3.692;2.000
sława;4.577;1.615;1.500;2.615;1.538
sławny;4.038;1.846;1.692;1.692;2.038
słoneczny;5.923;1.115;1.192;1.077;1.038
słony;2.222;1.926;1.815;1.741;2.259
słoń;4.615;1.231;1.462;2.154;1.154
słońce;5.885;1.462;1.038;1.231;1.115
słowo;2.923;1.654;1.769;1.769;1.500
słowotwórczy;3.222;1.148;1.074;1.148;1.148
sługa;1.926;2.630;3.370;1.926;2.185
służąca;2.115;2.846;3.038;2.038;2.423
służyć;1.577;2.577;2.038;2.231;2.423
smoczek;4.231;1.731;1.500;1.885;1.731
smok;3.692;1.654;1.192;2.962;1.462
smutny;1.111;2.667;5.630;3.593;1.963
snob;1.269;3.962;3.077;2.538;3.538
sobota;5.077;1.385;1.423;1.577;1.462
socjalistyczny;2.000;3.296;3.111;3.037;3.296
soczewka;2.333;1.481;1.519;1.815;1.889
soczysty;4.769;1.115;1.154;1.192;1.154
Sodoma;1.192;2.192;2.500;2.962;3.231
sofa;3.923;1.346;1.269;1.231;1.192
sojusz;4.333;1.407;1.259;1.778;1.296
solista;3.852;1.444;1.333;1.667;1.222
sowa;3.538;1.269;1.731;2.500;1.462
spać;5.500;1.346;1.385;1.385;1.000
spadać;1.370;2.889;2.963;4.593;2.370
spadek;3.481;2.259;3.111;3.000;1.481
spadzisty;1.615;1.731;1.308;3.038;1.462
spaliny;2.038;2.962;2.577;2.615;3.808
spasować;1.654;2.808;3.000;2.000;1.885
specjalistyczny;3.538;1.385;1.692;2.269;1.462
specjalny;4.385;1.962;1.615;1.692;1.346
spełniać;5.423;1.462;1.385;1.577;1.231
spełnienie;6.000;1.423;1.462;2.038;1.154
speszony;1.385;2.385;2.962;3.385;2.192
spisek;1.231;3.808;3.385;4.385;3.731
spleśniały;1.038;2.846;2.808;3.192;5.577
spodnie;3.222;1.593;1.444;1.407;1.519
spojrzenie;4.185;2.000;1.963;2.556;1.556
spokojny;5.462;1.308;1.269;1.615;1.154
spokój;5.731;1.385;1.885;1.692;1.346
spoliczkować;1.423;4.615;3.692;3.692;3.308
spontaniczny;5.185;1.852;1.593;2.407;1.444
sport;5.519;1.667;1.222;1.926;1.222
sportowy;3.692;1.769;1.308;1.769;1.231
sposób;3.308;1.654;1.500;1.615;1.385
spotkanie;4.962;1.077;1.385;2.423;1.038
spotykać;4.115;1.346;1.346;2.000;1.154
spowiedź;2.185;2.481;3.000;3.630;2.444
spożywać;3.346;1.462;1.269;1.654;1.462
spódnica;3.692;1.231;1.269;1.346;1.000
spójny;4.407;1.259;1.259;1.333;1.259
sprawdzony;3.926;1.444;1.259;1.667;1.222
sprawozdanie;1.815;2.148;1.481;2.444;1.667
sprytny;4.308;1.808;1.269;1.654;1.308
sprzeciw;1.731;3.615;1.808;2.154;1.423
sprzeczny;1.630;3.407;2.259;1.889;1.963
sprzedawać;3.000;1.769;2.269;2.231;1.654
srebrny;3.885;1.423;1.692;1.538;1.385
srebrzysty;4.192;1.462;1.692;1.423;1.269
ssać;3.556;1.481;1.296;1.370;1.556
stabilny;4.346;1.346;1.500;1.462;1.192
stać;1.808;2.500;1.577;1.769;1.462
stadium;1.615;2.192;2.500;2.654;1.654
stado;3.192;1.462;1.500;2.346;1.346
stagnacja;1.692;3.577;3.808;3.577;2.462
stalówka;1.962;1.385;1.615;1.346;1.308
stan;2.231;1.462;1.577;1.846;1.308
staranny;4.385;1.885;1.615;1.654;1.231
statek;3.704;1.333;1.370;2.815;1.111
staw;3.846;1.615;1.769;2.423;1.615
stawiać;2.577;1.269;1.269;1.538;1.423
stek;4.556;1.222;1.111;1.148;1.444
stempel;2.423;1.577;1.500;1.692;1.308
stereo;3.037;1.333;1.370;1.481;1.222
stereotypowy;1.654;3.615;2.538;2.615;3.423
sterowny;2.885;1.923;1.654;2.115;1.846
sterylny;2.385;1.885;1.808;2.769;2.038
stęchły;1.296;2.185;1.889;2.074;4.852
stłuczenie;1.269;3.462;3.346;2.962;2.231
stoicki;4.222;1.481;1.593;1.370;1.111
stok;3.222;1.259;1.407;2.111;1.333
stołek;2.077;1.192;1.231;1.385;1.538
stołówka;3.148;1.370;1.407;1.593;2.222
stopień;2.885;1.808;2.000;2.577;1.692
stosować;2.192;1.538;1.423;2.154;1.423
stosunek;4.192;1.500;1.500;1.731;1.269
stół;3.407;1.370;1.111;1.074;1.000
strach;1.192;3.769;4.231;6.154;3.231
strajkować;1.692;4.038;2.423;3.192;2.192
straszny;1.269;2.115;2.308;4.500;2.885
straszyć;1.538;2.923;2.462;4.154;2.577
strata;1.000;3.577;4.923;4.077;1.885
straż;2.423;2.000;1.577;2.385;1.654
stromy;1.885;1.615;1.500;3.885;1.308
strona;2.192;1.885;1.577;1.654;1.385
stronić;1.731;2.462;2.538;2.577;1.846
strój;3.385;1.654;1.346;1.769;1.538
struktura;2.519;1.370;1.222;1.704;1.185
strumień;3.852;1.333;1.593;1.704;1.333
strzała;2.615;2.269;2.385;2.731;1.692
strzelać;2.444;3.630;3.148;4.111;2.963
studiować;4.423;2.154;1.885;2.654;1.462
studnia;2.259;1.667;2.222;3.111;1.556
stylowy;3.115;1.577;1.462;1.654;1.577
subtelny;4.333;1.148;1.148;1.148;1.111
suchar;4.037;1.481;1.407;1.074;1.074
sufit;1.385;1.308;1.308;1.654;1.192
sukces;6.000;1.577;1.577;2.269;1.346
sumienie;3.296;2.333;3.222;3.370;2.519
super;6.185;1.296;1.185;1.074;1.111
surowy;1.630;3.963;3.037;3.444;2.296
suszyć;2.407;1.778;1.370;1.630;1.593
sweter;3.593;1.296;1.074;1.037;1.074
sygnalizator;1.885;1.962;1.269;2.154;1.385
sylaba;2.115;1.462;1.269;1.423;1.269
symfonia;4.407;1.444;2.000;1.407;1.111
symptom;1.462;1.769;2.308;3.500;2.154
syn;4.769;1.500;1.538;2.154;1.192
syrop;3.038;1.385;1.500;1.308;1.885
sytuacja;1.885;1.423;1.462;1.577;1.308
sytuowany;2.731;2.077;1.615;1.538;1.731
syty;4.462;1.769;1.615;1.346;1.808
szafa;2.923;1.346;1.500;1.769;1.423
szafirowy;4.577;1.115;1.500;1.231;1.154
szal;2.885;1.154;1.192;1.192;1.154
szaleć;5.741;1.815;1.222;2.259;1.556
szaleństwo;3.731;2.462;2.308;3.538;2.269
szampan;5.259;1.185;1.370;1.259;1.481
szansa;5.538;1.577;1.462;2.615;1.077
szatan;1.385;2.923;2.885;3.923;3.577
szczecina;1.500;1.923;1.962;2.000;3.038
szczegółowy;2.538;2.231;1.462;2.192;1.577
szczenię;4.577;1.423;1.538;1.654;1.462
szczepić;1.808;2.038;2.077;2.923;2.269
szczery;5.192;1.962;2.231;2.538;1.731
szczęka;2.000;1.667;1.593;2.037;2.407
szczęście;6.741;1.148;1.296;1.407;1.000
szczęśliwy;6.500;1.269;1.385;1.423;1.154
szczotkować;2.630;1.519;1.296;1.259;1.444
szczudło;1.889;1.481;1.444;2.000;1.407
szczur;1.926;2.630;2.111;3.296;3.778
szczypce;1.667;1.741;1.296;2.963;2.074
szczyt;5.444;1.519;1.407;2.815;1.111
szef;2.500;3.538;2.231;3.346;1.923
szejk;3.038;2.038;1.615;2.615;1.769
szelma;1.704;2.593;2.222;2.074;2.000
szemrać;1.556;3.407;2.148;2.444;2.481
szeptać;3.115;1.654;1.462;1.885;1.615
szerszeń;1.385;2.808;2.038;4.808;4.000
szkielet;1.769;2.115;3.423;3.692;3.192
szklany;2.269;1.500;1.615;2.308;1.308
szkodliwy;1.192;3.038;3.115;3.500;3.577
szkolny;2.692;2.231;1.923;1.769;2.000
szkoła;3.222;2.815;2.333;3.000;2.111
szlachecki;3.846;1.731;1.269;1.577;1.538
szlagier;3.077;1.846;1.769;1.731;2.077
szmaragdowy;4.346;1.192;1.346;1.231;1.192
szmata;1.038;4.385;2.769;1.923;4.423
szminkować;3.296;1.593;1.296;1.519;1.556
sznur;1.538;2.385;3.731;3.615;2.654
szok;1.962;2.692;3.154;4.192;2.000
szokujący;2.115;2.962;2.423;3.192;2.654
szorstki;1.423;3.038;2.769;2.538;3.077
szpara;2.000;1.500;1.500;1.731;1.885
szparagi;3.038;1.769;1.808;2.077;1.923
szpiegostwo;1.889;3.370;2.481;3.704;3.185
szpiegować;2.074;3.037;2.259;3.481;2.852
szpikować;1.385;2.462;2.577;3.808;3.154
szpon;1.538;2.385;2.038;3.615;2.769
szpulka;1.769;1.154;1.346;1.423;1.154
sztama;4.538;1.192;1.115;1.346;1.192
sztanga;2.615;2.038;1.385;2.038;1.538
sztorm;2.259;2.111;2.370;4.519;1.889
sztućce;2.444;1.259;1.222;1.519;1.185
sztuka;4.963;1.519;1.852;1.630;1.333
sztylet;1.654;3.615;2.923;4.538;3.077
sztywny;2.037;2.556;1.889;2.185;2.259
szubienica;1.231;3.692;5.154;5.231;3.923
szuja;1.407;4.704;2.667;2.667;4.222
szukać;2.885;2.962;2.385;2.962;1.577
szykanować;1.231;4.346;3.769;3.654;3.615
ściana;2.037;2.111;1.741;1.815;1.333
ścieki;1.077;2.000;2.038;2.269;5.269
ściemniać;1.852;3.667;2.630;2.556;3.148
ścięgno;1.815;1.593;1.667;2.037;1.778
ścigać;1.577;3.538;2.769;4.731;2.346
ścinać;1.577;2.962;3.000;2.846;1.769
ślad;2.538;1.654;1.692;1.962;1.269
śledzić;1.885;2.538;1.538;3.346;2.154
śledź;2.462;1.115;1.154;1.038;2.500
ślepy;1.192;2.231;4.192;3.462;1.462
śliczny;5.385;1.231;1.269;1.346;1.231
ślimak;2.115;1.538;1.615;1.615;3.154
śliski;2.000;2.185;2.074;2.778;2.519
ślub;4.923;1.538;1.923;4.077;1.808
śluz;1.500;1.500;1.462;2.115;4.192
śmiały;4.000;1.885;1.346;1.885;1.192
śmiech;6.519;1.037;1.000;1.111;1.111
